Company,Product,url,Home Loan Type,Rate,CodeID,Comparison Rate,Fixed Months,Revert Rate,Introductory Rate,Loan Type,Security Type,Availability,Repayment Options,Repayment Frequency,Interest Rate Notes,Min Loan Term,Max Loan to Value Ration (LVR),Max Loan Term,Max LVR with Mortgage Insurance,Min Loan Amount,Max Loan Amount,Extra Repayments,Loan is Transferable (Portable),Transfer Fee,Mortgage Offset Available,Mortgage Offset 100%,Mortgage Offset Rate,Redraw Available,Min Redraw Amount,Max Redraw Amount,Redraw Fee,Redraw Notice Period,Redraw Method,Redraw Notes & Comments,Application Fee,Legal Fee,Valuation Fee,Settlement Fee,Service Fee,Exit Fee,Early Termination Fee
NAB,NAB Tailored Home Loan Fixed Rate - Principal and Interest,https://www.infochoice.com.au/home-loans/nab/nab-tailored-home-loan-fixed-rate-principal-and-interest-2028,FIXED,4.19%,20285,4.93%,5 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$1000000.00,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$2000.00,$0,$0,Same business day,,,$0,$0,$0,$350.00,$8.00,$350.00,Possible economic cost,
NAB,NAB Portfolio Facility (LOC) - $500000 - $999999,https://www.infochoice.com.au/home-loans/nab/nab-portfolio-facility---17722,VARIABLE,5.76,177220,,0,0,0,HomeEquity,ResidentialProperty,Owner Occupiers Investors,Interest Only,Weekly Fortnightly Monthly,,0,80%,40,90%,$500000.00,$999999.00,TRUE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$550.00,$350.00,,
NAB,NAB Portfolio Facility (LOC) - $250000 - $499999,https://www.infochoice.com.au/home-loans/nab/nab-portfolio-facility---17723,VARIABLE,5.86,177230,,0,0,0,HomeEquity,ResidentialProperty,Owner Occupiers Investors,Interest Only,Weekly Fortnightly Monthly,,0,80%,40,90%,$250000.00,$499999.00,TRUE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$550.00,$350.00,,
NAB,NAB Portfolio Facility (LOC) - $1000000 and above,https://www.infochoice.com.au/home-loans/nab/nab-portfolio-facility--and-above-17721,VARIABLE,5.66,177210,,0,0,0,HomeEquity,ResidentialProperty,Owner Occupiers Investors,Interest Only,Weekly Fortnightly Monthly,,0,80%,40,90%,$1000000.00,$10000000.00,TRUE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$550.00,$350.00,,
NAB,NAB National Fixed Choice Package 2 Year - Principal and Interest - First Home Buyer Special,https://www.infochoice.com.au/home-loans/nab/nab-national-fixed-choice-package--year-principal-and-interest-first-home-buyer-special-49011,FIXED,3.69%,490112,4.86%,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$150000.00,$10000000.00,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$395.00,$350.00,,
NAB,NAB National Fixed Choice Package - Principal and Interest (Investment),https://www.infochoice.com.au/home-loans/nab/nab-national-fixed-choice-package-principal-and-interest-42885,FIXED,4.29%,428851,5.49%,1 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$150000.00,$10000000.00,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$395.00,$350.00,n/a,
NAB,NAB National Fixed Choice Package - Principal and Interest (Investment),https://www.infochoice.com.au/home-loans/nab/nab-national-fixed-choice-package-principal-and-interest-42885,FIXED,4.09%,428852,5.37%,2 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$150000.00,$10000000.00,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$395.00,$350.00,n/a,
NAB,NAB National Fixed Choice Package - Principal and Interest (Investment),https://www.infochoice.com.au/home-loans/nab/nab-national-fixed-choice-package-principal-and-interest-42885,FIXED,4.09%,428853,5.28%,3 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$150000.00,$10000000.00,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$395.00,$350.00,n/a,
NAB,NAB National Fixed Choice Package - Principal and Interest (Investment),https://www.infochoice.com.au/home-loans/nab/nab-national-fixed-choice-package-principal-and-interest-42885,FIXED,4.79%,428854,5.44%,4 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$150000.00,$10000000.00,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$395.00,$350.00,n/a,
NAB,NAB National Fixed Choice Package - Principal and Interest (Investment),https://www.infochoice.com.au/home-loans/nab/nab-national-fixed-choice-package-principal-and-interest-42885,FIXED,4.79%,428855,5.41%,5 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$150000.00,$10000000.00,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$395.00,$350.00,n/a,
NAB,NAB National Fixed Choice Package - Principal and Interest,https://www.infochoice.com.au/home-loans/nab/nab-national-fixed-choice-package-principal-and-interest-20852,FIXED,3.89%,208521,4.96%,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$150000.00,$10000000.00,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$395.00,$350.00,n/a,
NAB,NAB National Fixed Choice Package - Principal and Interest,https://www.infochoice.com.au/home-loans/nab/nab-national-fixed-choice-package-principal-and-interest-20852,FIXED,3.88%,208522,4.89%,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$150000.00,$10000000.00,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$395.00,$350.00,n/a,
NAB,NAB National Fixed Choice Package - Principal and Interest,https://www.infochoice.com.au/home-loans/nab/nab-national-fixed-choice-package-principal-and-interest-20852,FIXED,3.94%,208523,4.84%,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$150000.00,$10000000.00,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$395.00,$350.00,n/a,
NAB,NAB National Fixed Choice Package - Principal and Interest,https://www.infochoice.com.au/home-loans/nab/nab-national-fixed-choice-package-principal-and-interest-20852,FIXED,4.09%,208524,4.80%,4 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$150000.00,$10000000.00,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$395.00,$350.00,n/a,
NAB,NAB National Fixed Choice Package - Principal and Interest,https://www.infochoice.com.au/home-loans/nab/nab-national-fixed-choice-package-principal-and-interest-20852,FIXED,4.59%,208525,5.01%,5 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$150000.00,$10000000.00,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$395.00,$350.00,n/a,
NAB,NAB National Choice Package ($750000 and above) - Principal and Interest (Investment),https://www.infochoice.com.au/home-loans/nab/nab-national-choice-package-42875,VARIABLE,4.90,428750,5.29,0,0,0,Variable,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$750000.00,$10000000.00,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$0,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$395.00,$350.00,,
NAB,NAB National Choice Package ($750000 and above) - Principal and Interest,https://www.infochoice.com.au/home-loans/nab/nab-national-choice-package-principal-and-interest-34479,VARIABLE,4.34,344790,4.74,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$750000.00,$10000000.00,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$0,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$395.00,$350.00,,
NAB,NAB National Choice Package ($750000 and above) - Interest Only (Investment),https://www.infochoice.com.au/home-loans/nab/nab-national-choice-package-42884,VARIABLE,5.35,428840,5.44,0,0,0,Variable,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$750000.00,$10000000.00,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$0,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$395.00,$350.00,,
NAB,NAB National Choice Package ($750000 and above) - Interest Only,https://www.infochoice.com.au/home-loans/nab/nab-national-choice-package-interest-only-42880,VARIABLE,4.87,428800,4.91,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$750000.00,$10000000.00,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$0,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$395.00,$350.00,,
NAB,NAB National Choice Package ($500000 to $749999) - Principal and Interest (Investment),https://www.infochoice.com.au/home-loans/nab/nab-national-choice-package-42873,VARIABLE,4.95,428730,5.33,0,0,0,Variable,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$500000.00,$749999.00,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$0,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$395.00,$350.00,n/a,
NAB,NAB National Choice Package ($500000 to $749999) - Principal and Interest,https://www.infochoice.com.au/home-loans/nab/nab-national-choice-package-principal-and-interest-29001,VARIABLE,4.39,290010,4.78,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$500000.00,$749999.00,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$0,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$395.00,$350.00,n/a,
NAB,NAB National Choice Package ($500000 to $749999) - Interest Only (Investment),https://www.infochoice.com.au/home-loans/nab/nab-national-choice-package-42883,VARIABLE,5.40,428830,5.49,0,0,0,Variable,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$500000.00,$749999.00,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$0,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$395.00,$350.00,n/a,
NAB,NAB National Choice Package ($500000 to $749999) - Interest Only,https://www.infochoice.com.au/home-loans/nab/nab-national-choice-package-interest-only-42879,VARIABLE,4.92,428790,4.96,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$500000.00,$749999.00,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$0,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$395.00,$350.00,n/a,
NAB,NAB National Choice Package ($250000 to $499999) - Principal and Interest (Investment),https://www.infochoice.com.au/home-loans/nab/nab-national-choice-package-42872,VARIABLE,4.95,428720,5.33,0,0,0,Variable,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$250000.00,$499999.00,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$395.00,$350.00,n/a,
NAB,NAB National Choice Package ($250000 to $499999) - Principal and Interest,https://www.infochoice.com.au/home-loans/nab/nab-national-choice-package-principal-and-interest-13411,VARIABLE,4.39,134110,4.78,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$250000.00,$499999.00,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$395.00,$350.00,n/a,
NAB,NAB National Choice Package ($250000 to $499999) - Interest Only (Investment),https://www.infochoice.com.au/home-loans/nab/nab-national-choice-package-42882,VARIABLE,5.40,428820,5.49,0,0,0,Variable,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$250000.00,$499999.00,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$395.00,$350.00,n/a,
NAB,NAB National Choice Package ($250000 to $499999) - Interest Only,https://www.infochoice.com.au/home-loans/nab/nab-national-choice-package-interest-only-42878,VARIABLE,4.92,428780,4.96,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$250000.00,$499999.00,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$395.00,$350.00,n/a,
NAB,NAB National Choice Package ($150000 to $249999) - Principal and Interest (Investment),https://www.infochoice.com.au/home-loans/nab/nab-national-choice-package-42871,VARIABLE,5.20,428710,5.58,0,0,0,Variable,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$150000.00,$249999.00,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$395.00,$350.00,n/a,
NAB,NAB National Choice Package ($150000 to $249999) - Principal and Interest,https://www.infochoice.com.au/home-loans/nab/nab-national-choice-package-principal-and-interest-1826,VARIABLE,4.64,18260,5.03,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$150000.00,$249999.00,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$395.00,$350.00,n/a,
NAB,NAB National Choice Package ($150000 to $249999) - Interest Only (Investment),https://www.infochoice.com.au/home-loans/nab/nab-national-choice-package-42881,VARIABLE,5.65,428810,5.74,0,0,0,Variable,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$150000.00,$249999.00,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$395.00,$350.00,n/a,
NAB,NAB National Choice Package ($150000 to $249999) - Interest Only,https://www.infochoice.com.au/home-loans/nab/nab-national-choice-package-interest-only-42877,VARIABLE,5.17,428770,5.21,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$150000.00,$249999.00,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$395.00,$350.00,n/a,
NAB,NAB Flexiplus Mortgage,https://www.infochoice.com.au/home-loans/nab/nab-flexiplus-mortgage-2029,VARIABLE,6.44,20290,,0,0,0,HomeEquity,ResidentialProperty,Owner Occupiers Investors,Interest Only,Weekly Fortnightly Monthly,,1,80%,40,90%,$150000.00,$10000000.00,TRUE,TRUE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$600.00,$0,$0,$350.00,$250.00,$350.00,,
NAB,NAB Defence Force Variable Home Loan - Principal and Interest,https://www.infochoice.com.au/home-loans/nab/nab-defence-force-variable-home-loan-principal-and-interest-33539,VARIABLE,4.45,335390,4.58,0,0,0,Variable,ResidentialProperty,Owner Occupiers Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$10000000.00,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$8.00,$350.00,,
NAB,NAB Defence Force Variable Home Loan - Offset included,https://www.infochoice.com.au/home-loans/nab/nab-defence-force-variable-home-loan-offset-included-49014,VARIABLE,4.44,490140,4.53,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$10000000.00,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$8.00,$350.00,,
NAB,NAB Defence Force Variable Home Loan - Offset excluded,https://www.infochoice.com.au/home-loans/nab/nab-defence-force-variable-home-loan-offset-excluded-49015,VARIABLE,4.24,490150,4.33,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$10000000.00,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$8.00,$350.00,,
NAB,NAB Defence Force Variable Home Loan - Choice Package,https://www.infochoice.com.au/home-loans/nab/nab-defence-force-variable-home-loan-choice-package-42896,FIXED,3.89%,428961,4.78%,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$150000.00,$10000000.00,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$0,$350.00,,
NAB,NAB Defence Force Variable Home Loan - Choice Package,https://www.infochoice.com.au/home-loans/nab/nab-defence-force-variable-home-loan-choice-package-42896,FIXED,3.88%,428962,4.73%,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$150000.00,$10000000.00,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$0,$350.00,,
NAB,NAB Defence Force Variable Home Loan - Choice Package,https://www.infochoice.com.au/home-loans/nab/nab-defence-force-variable-home-loan-choice-package-42896,FIXED,3.94%,428963,4.70%,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$150000.00,$10000000.00,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$0,$350.00,,
NAB,NAB Defence Force Variable Home Loan - Choice Package,https://www.infochoice.com.au/home-loans/nab/nab-defence-force-variable-home-loan-choice-package-42896,FIXED,4.59%,428964,4.89%,4 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$150000.00,$10000000.00,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$0,$350.00,,
NAB,NAB Defence Force Variable Home Loan - Choice Package,https://www.infochoice.com.au/home-loans/nab/nab-defence-force-variable-home-loan-choice-package-42896,FIXED,4.59%,428965,4.90%,5 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$150000.00,$10000000.00,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$0,$350.00,,
NAB,NAB Defence Force Home Loan - Choice Package ($750000 and above),https://www.infochoice.com.au/home-loans/nab/nab-defence-force-home-loan-choice-package-42894,VARIABLE,4.34,428940,4.74,0,0,0,Variable,ResidentialProperty,Owner Occupiers Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$750000.00,$10000000.00,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$0,$350.00,,
NAB,NAB Defence Force Home Loan - Choice Package ($250000 to $749999),https://www.infochoice.com.au/home-loans/nab/nab-defence-force-home-loan-choice-package-42893,VARIABLE,4.39,428930,4.78,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$250000.00,$749999.00,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$0,$350.00,,
NAB,NAB Defence Force Home Loan - Choice Package ($150000 to $249999),https://www.infochoice.com.au/home-loans/nab/nab-defence-force-home-loan-choice-package-42892,VARIABLE,4.44,428920,4.83,0,0,0,Variable,ResidentialProperty,Owner Occupiers Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$150000.00,$249999.00,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$0,$350.00,,
NAB,NAB Defence Force Home Loan,https://www.infochoice.com.au/home-loans/nab/nab-defence-force-home-loan-42895,FIXED,3.89%,428951,4.48%,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$10000000.00,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$0,$350.00,,
NAB,NAB Defence Force Home Loan,https://www.infochoice.com.au/home-loans/nab/nab-defence-force-home-loan-42895,FIXED,3.88%,428952,4.43%,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$10000000.00,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$0,$350.00,,
NAB,NAB Defence Force Home Loan,https://www.infochoice.com.au/home-loans/nab/nab-defence-force-home-loan-42895,FIXED,3.94%,428953,4.40%,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$10000000.00,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$0,$350.00,,
NAB,NAB Defence Force Home Loan,https://www.infochoice.com.au/home-loans/nab/nab-defence-force-home-loan-42895,FIXED,4.59%,428954,4.59%,4 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$10000000.00,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$0,$350.00,,
NAB,NAB Defence Force Home Loan,https://www.infochoice.com.au/home-loans/nab/nab-defence-force-home-loan-42895,FIXED,4.59%,428955,4.60%,5 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$10000000.00,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$2000.00,$0,$0,Same business day,ATM Branch EFTPOS Internet Phone BPay,,$0,$0,$0,$350.00,$0,$350.00,,
