Company,Product ID,Product,Variation,url,DIV,Intro rate,Intro rate term,Intro rate type,Comparison Rate,Fixed loan revert rate,Application fee,Legal fee,Valuation fee,Settlement fee,Other upfront fee (% of loan),Service fee,Service Term,Discharge fee,Minimum loan amount,Maximum loan amount,Minimum LVR,Maximum LVR,Availability,Repayment Type,Repayment Frequency,Extra repayments,Repayment holidays,Redraw facility,Minimum redraw amount,Split account,Offset account,Other restrictions,Other benefits,Interest Rate,Term,Variation ID
CUA,5150,Fixed Rate Loan,Fixed Rate Loan (Investment Interest Only),https://mozo.com.au/home-loans/information/cua/Fixed-Rate-Loan/3866,fragment product_id_5150 clearfix,,0 Months,none,5.32%,5.54%,$600.00,$195.00,$0.00,$200.00,none,$0.00,,$200.00,"$10,000","$5,000,000",none,80.00%,Investment,Interest Only,Monthly,yes - up to $5000 during fixed rate term,no,yes - free,$0.00,yes,no,New to CUA investor loan applications only considered when accompanied by CUA owner-occupier lending. Restrictions and assessment criteria applies.,none,4.49%,Fixed 3 year rate,5150 Fixed 3 year rate
CUA,5150,Fixed Rate Loan,Fixed Rate Loan (Investment Interest Only),https://mozo.com.au/home-loans/information/cua/Fixed-Rate-Loan/3866,fragment product_id_5150 clearfix,,0 Months,none,5.42%,5.54%,$600.00,$195.00,$0.00,$200.00,none,$0.00,,$200.00,"$10,000","$5,000,000",none,80.00%,Investment,Interest Only,Monthly,yes - up to $5000 during fixed rate term,no,yes - free,$0.00,yes,no,New to CUA investor loan applications only considered when accompanied by CUA owner-occupier lending. Restrictions and assessment criteria applies.,none,5.09%,Fixed 5 year rate,5150 Fixed 5 year rate
CUA,1137,Rate Breaker (Package),N/A,https://mozo.com.au/home-loans/information/cua/Rate-Breaker-Package/4558,fragment product_id_1137 clearfix,n/a,0 Months,none,4.57%,n/a,$0.00,$195.00,$0.00,$200.00,none,$350.00,yearly,$200.00,"$250,000","$1,500,000",none,95.00%,Owner Occupier,Principal & Interest Interest Only,Monthly,yes - free,no,yes - free,$0.00,yes,yes,none,Package Benefits include up to 10% discount on home insurance up to 5% discount on car insurance 1 month free each year on health insurance.,4.22%,N/A,N/A
CUA,1189,Equity Line of Credit,N/A,https://mozo.com.au/home-loans/information/cua/Equity-Line-of-Credit/3512,fragment product_id_1189 clearfix,n/a,0 Months,none,n/a,n/a,$600.00,$195.00,$0.00,$200.00,none,$0.00,,$200.00,"$10,000","$3,000,000",none,80.00%,Owner Occupier,No set repayments,No set repayments,yes-free,no,n/a,none,no,no,none,none,5.56%,N/A,N/A
CUA,1682,Fresh Start Variable Home Loan,Fresh Start Variable Home Loan (Owner Occupier),https://mozo.com.au/home-loans/information/cua/Fresh-Start-Variable-Home-Loan/5319,fragment product_id_1682 clearfix,n/a,0 Months,none,4.27%,n/a,$0.00,$195.00,$0.00,$200.00,none,$0.00,,$200.00,"$10,000","$5,000,000",none,80.00%,Owner Occupier,Principal & Interest Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes - free,$0.00,yes,yes,none,none,4.26%,N/A,N/A
CUA,2486,Fresh Start Variable Home Loan,Fresh Start Variable Home Loan (Investment Principal & Interest),https://mozo.com.au/home-loans/information/cua/Fresh-Start-Variable-Home-Loan/5319,fragment product_id_2486 clearfix,n/a,0 Months,none,4.92%,n/a,$0.00,$195.00,$0.00,$200.00,none,$0.00,,$200.00,"$10,000","$5,000,000",none,80.00%,Investor,Principal & Interest,Weekly Fortnightly Monthly,yes - free,no,yes - free,$0.00,yes,yes,none,none,4.91%,N/A,N/A
CUA,5162,Fresh Start Variable Home Loan,Fresh Start Variable Home Loan (Investment Interest Only),https://mozo.com.au/home-loans/information/cua/Fresh-Start-Variable-Home-Loan/5319,fragment product_id_5162 clearfix,n/a,0 Months,none,5.29%,n/a,$0.00,$195.00,$0.00,$200.00,none,$0.00,,$200.00,"$10,000","$5,000,000",none,80.00%,Investor,Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes - free,$0.00,yes,yes,none,none,5.26%,N/A,N/A
CUA,2091,Fresh Start Access Variable Home Loan,N/A,https://mozo.com.au/home-loans/information/cua/Fresh-Start-Access-Variable-Home-Loan/5527,fragment product_id_2091 clearfix,n/a,0 Months,none,4.32%,n/a,$0.00,$195.00,$0.00,$200.00,none,$0.00,,$200.00,"$10,000","$5,000,000",none,95.00%,Owner Occupier,Principal & Interest Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes - free,$0.00,yes,yes,none,none,4.31%,N/A,N/A
CUA,2092,Fresh Start Basic Variable Home Loan,Fresh Start Basic Variable Home Loan (Owner Occupier),https://mozo.com.au/home-loans/information/cua/Fresh-Start-Basic-Variable-Home-Loan/5526,fragment product_id_2092 clearfix,n/a,0 Months,none,4.00%,n/a,none,$195.00,$0.00,$200.00,none,$0.00,,$200.00,"$10,000","$5,000,000",none,90.00%,Owner Occupier,Principal & Interest Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes - free,$0.00,yes,no,none,none,3.99%,N/A,N/A
CUA,2093,Fresh Start Basic Variable Home Loan,Fresh Start Basic Variable Home Loan (Investment. Principal & Interest),https://mozo.com.au/home-loans/information/cua/Fresh-Start-Basic-Variable-Home-Loan/5526,fragment product_id_2093 clearfix,n/a,0 Months,none,4.88%,n/a,$600.00,$195.00,$0.00,$200.00,none,$0.00,,$200.00,"$10,000","$5,000,000",none,80.00%,Investor,Principal & Interest,Weekly Fortnightly Monthly,yes - free,no,yes - free,$0.00,yes,no,none,none,4.83%,N/A,N/A
CUA,5163,Fresh Start Basic Variable Home Loan,Fresh Start Basic Variable Home Loan (Investment Interest Only),https://mozo.com.au/home-loans/information/cua/Fresh-Start-Basic-Variable-Home-Loan/5526,fragment product_id_5163 clearfix,n/a,0 Months,none,5.25%,n/a,$600.00,$195.00,$0.00,$200.00,none,$0.00,,$200.00,"$10,000","$5,000,000",none,80.00%,Investor,Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes - free,$0.00,yes,no,none,none,5.18%,N/A,N/A
CUA,4004,Kick Start Variable Home Loan,N/A,https://mozo.com.au/home-loans/information/cua/Kick-Start-Variable-Home-Loan/6295,fragment product_id_4004 clearfix,3.79%,24 Months,Variable,3.97%,n/a,none,$195.00,$0.00,$200.00,none,$0.00,,$200.00,"$100,000","$5,000,000",none,90.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,no,yes - free,$0.00,yes,no,none,none,3.99%,N/A,N/A
CUA,4875,Advance Variable Home Loan,Advance Variable Home Loan (Owner Occupier Principal & Interest),https://mozo.com.au/home-loans/information/cua/Advance-Variable-Home-Loan/6520,fragment product_id_4875 clearfix,n/a,0 Months,none,3.66%,n/a,$0.00,$195.00,$0.00,$200.00,none,$0.00,,$200.00,"$100,000","$5,000,000",none,90.00%,Owner Occupier,Principal & Interest,Monthly,yes - free,no,yes - free,$0.00,yes,yes - up to $50000 maximum,none,none,3.65%,N/A,N/A
CUA,4876,Advance Variable Home Loan,Advance Variable Home Loan (Owner Occupier Interest Only),https://mozo.com.au/home-loans/information/cua/Advance-Variable-Home-Loan/6520,fragment product_id_4876 clearfix,4.24%,24 Months,Variable,3.77%,n/a,$0.00,$195.00,$0.00,$200.00,none,$0.00,,$200.00,"$100,000","$5,000,000",none,80.00%,Owner Occupier,Interest Only,Monthly,yes - free,no,yes - free,$0.00,yes,yes - up to $50000 maximum,none,none,3.65%,N/A,N/A
Gateway Credit Union,772,Variable Rate Home Loan,Variable Rate Home Loan (Owner Occupier),https://mozo.com.au/home-loans/information/gateway-credit-union/Variable-Rate-Home-Loan/3744,fragment product_id_772 clearfix,n/a,0 Months,none,5.09%,n/a,$200.00,$275.00,$275.00,$0.00,none,$0.00,,$300.00,"$20,000","$2,000,000",none,95.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,none,yes - free,$500.00,yes,yes,none,none,5.03%,N/A,N/A
Gateway Credit Union,2429,Variable Rate Home Loan,Variable Rate Home Loan (Investment),https://mozo.com.au/home-loans/information/gateway-credit-union/Variable-Rate-Home-Loan/3744,fragment product_id_2429 clearfix,n/a,0 Months,none,5.73%,n/a,$200.00,$275.00,$275.00,$0.00,none,$0.00,,$300.00,"$20,000","$2,000,000",none,90.00%,Investor,Principal & Interest,Weekly Fortnightly Monthly,yes - free,none,yes - free,$500.00,yes,yes,none,none,5.67%,N/A,N/A
Gateway Credit Union,773,Fixed Rate Home Loan,Fixed Rate Home Loan (Owner Occupier Principal & Interest),https://mozo.com.au/home-loans/information/gateway-credit-union/Fixed-Rate-Home-Loan/3745,fragment product_id_773 clearfix,,0 Months,none,4.98%,5.03%,$200.00,$275.00,$275.00,$0.00,none,$0.00,,$300.00,"$20,000","$2,000,000",none,95.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,none,no,none,yes,no,none,none,3.93%,Fixed 1 year rate,773 Fixed 1 year rate
Gateway Credit Union,773,Fixed Rate Home Loan,Fixed Rate Home Loan (Owner Occupier Principal & Interest),https://mozo.com.au/home-loans/information/gateway-credit-union/Fixed-Rate-Home-Loan/3745,fragment product_id_773 clearfix,,0 Months,none,4.90%,5.03%,$200.00,$275.00,$275.00,$0.00,none,$0.00,,$300.00,"$20,000","$2,000,000",none,95.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,none,no,none,yes,no,none,none,4.03%,Fixed 2 year rate,773 Fixed 2 year rate
Gateway Credit Union,773,Fixed Rate Home Loan,Fixed Rate Home Loan (Owner Occupier Principal & Interest),https://mozo.com.au/home-loans/information/gateway-credit-union/Fixed-Rate-Home-Loan/3745,fragment product_id_773 clearfix,,0 Months,none,4.84%,5.03%,$200.00,$275.00,$275.00,$0.00,none,$0.00,,$300.00,"$20,000","$2,000,000",none,95.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,none,no,none,yes,no,none,none,4.13%,Fixed 3 year rate,773 Fixed 3 year rate
Gateway Credit Union,773,Fixed Rate Home Loan,Fixed Rate Home Loan (Owner Occupier Principal & Interest),https://mozo.com.au/home-loans/information/gateway-credit-union/Fixed-Rate-Home-Loan/3745,fragment product_id_773 clearfix,,0 Months,none,4.75%,5.03%,$200.00,$275.00,$275.00,$0.00,none,$0.00,,$300.00,"$20,000","$2,000,000",none,95.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,none,no,none,yes,no,none,none,4.23%,Fixed 5 year rate,773 Fixed 5 year rate
Gateway Credit Union,2430,Fixed Rate Home Loan,Fixed Rate Home Loan (Investment Principal & Interest),https://mozo.com.au/home-loans/information/gateway-credit-union/Fixed-Rate-Home-Loan/3745,fragment product_id_2430 clearfix,,0 Months,none,5.59%,5.67%,$200.00,$275.00,$275.00,$0.00,none,$0.00,,$300.00,"$20,000","$2,000,000",none,95.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free,none,no,none,yes,no,none,none,4.29%,Fixed 1 year rate,2430 Fixed 1 year rate
Gateway Credit Union,2430,Fixed Rate Home Loan,Fixed Rate Home Loan (Investment Principal & Interest),https://mozo.com.au/home-loans/information/gateway-credit-union/Fixed-Rate-Home-Loan/3745,fragment product_id_2430 clearfix,,0 Months,none,5.48%,5.67%,$200.00,$275.00,$275.00,$0.00,none,$0.00,,$300.00,"$20,000","$2,000,000",none,95.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free,none,no,none,yes,no,none,none,4.39%,Fixed 2 year rate,2430 Fixed 2 year rate
Gateway Credit Union,2430,Fixed Rate Home Loan,Fixed Rate Home Loan (Investment Principal & Interest),https://mozo.com.au/home-loans/information/gateway-credit-union/Fixed-Rate-Home-Loan/3745,fragment product_id_2430 clearfix,,0 Months,none,5.40%,5.67%,$200.00,$275.00,$275.00,$0.00,none,$0.00,,$300.00,"$20,000","$2,000,000",none,95.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free,none,no,none,yes,no,none,none,4.49%,Fixed 3 year rate,2430 Fixed 3 year rate
Gateway Credit Union,2430,Fixed Rate Home Loan,Fixed Rate Home Loan (Investment Principal & Interest),https://mozo.com.au/home-loans/information/gateway-credit-union/Fixed-Rate-Home-Loan/3745,fragment product_id_2430 clearfix,,0 Months,none,5.27%,5.67%,$200.00,$275.00,$275.00,$0.00,none,$0.00,,$300.00,"$20,000","$2,000,000",none,95.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free,none,no,none,yes,no,none,none,4.59%,Fixed 5 year rate,2430 Fixed 5 year rate
Gateway Credit Union,870,EquitiSmart Home Loan,EquitiSmart Home Loan (Owner Occupier),https://mozo.com.au/home-loans/information/gateway-credit-union/EquitiSmart-Home-Loan/3811,fragment product_id_870 clearfix,n/a,0 Months,none,n/a,n/a,$200.00,$275.00,$275.00,$0.00,none,$0.00,,$300.00,"$20,000","$1,000,000",none,80.00%,Owner Occupier,No set repayments,No set repayments,n/a,none,n/a,none,yes,no,none,none,5.70%,N/A,N/A
Gateway Credit Union,2951,EquitiSmart Home Loan,EquitiSmart Home Loan (Investment),https://mozo.com.au/home-loans/information/gateway-credit-union/EquitiSmart-Home-Loan/3811,fragment product_id_2951 clearfix,n/a,0 Months,none,n/a,n/a,$200.00,$275.00,$275.00,$0.00,none,$0.00,,$300.00,"$20,000","$1,000,000",none,80.00%,Investor,No set repayments,No set repayments,n/a,none,n/a,none,yes,no,none,none,6.22%,N/A,N/A
Gateway Credit Union,932,Low Rate Essentials Home Loan,Low Rate Essentials Home Loan (LVR<85% Owner Occupier),https://mozo.com.au/home-loans/information/gateway-credit-union/Low-Rate-Essentials-Home-Loan/3843,fragment product_id_932 clearfix,n/a,0 Months,none,3.61%,n/a,$0.00,$275.00,$0.00,$0.00,none,$0.00,,$300.00,"$50,000","$2,000,000",none,85.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,none,yes - free,$500.00,yes,no,none,none,3.59%,N/A,N/A
Gateway Credit Union,1700,Low Rate Essentials Home Loan,Low Rate Essentials Home Loan (LVR 85-95% Owner Occupier),https://mozo.com.au/home-loans/information/gateway-credit-union/Low-Rate-Essentials-Home-Loan/3843,fragment product_id_1700 clearfix,n/a,0 Months,none,4.95%,n/a,$0.00,$275.00,$0.00,$0.00,none,$0.00,,$300.00,"$50,000","$2,000,000",85.00%,95.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,none,yes - free,$500.00,yes,no,none,none,4.93%,N/A,N/A
Gateway Credit Union,2426,Low Rate Essentials Home Loan,Low Rate Essentials Home Loan (LVR<80% Investment),https://mozo.com.au/home-loans/information/gateway-credit-union/Low-Rate-Essentials-Home-Loan/3843,fragment product_id_2426 clearfix,n/a,0 Months,none,5.11%,n/a,$0.00,$275.00,$0.00,$0.00,none,$0.00,,$300.00,"$50,000","$2,000,000",none,80.00%,Investor,Principal & Interest,Weekly Fortnightly Monthly,yes - free,none,yes - free,$500.00,yes,no,none,none,5.09%,N/A,N/A
Gateway Credit Union,2427,Low Rate Essentials Home Loan,Low Rate Essentials Home Loan (LVR 80-85% Investment),https://mozo.com.au/home-loans/information/gateway-credit-union/Low-Rate-Essentials-Home-Loan/3843,fragment product_id_2427 clearfix,n/a,0 Months,none,5.25%,n/a,$0.00,$275.00,$0.00,$0.00,none,$0.00,,$300.00,"$50,000","$2,000,000",80.00%,85.00%,Investor,Principal & Interest,Weekly Fortnightly Monthly,yes - free,none,yes - free,$500.00,yes,no,none,none,5.23%,N/A,N/A
Gateway Credit Union,2428,Low Rate Essentials Home Loan,Low Rate Essentials Home Loan (LVR 85-90% Investment),https://mozo.com.au/home-loans/information/gateway-credit-union/Low-Rate-Essentials-Home-Loan/3843,fragment product_id_2428 clearfix,n/a,0 Months,none,5.65%,n/a,$0.00,$275.00,$0.00,$0.00,none,$0.00,,$300.00,"$50,000","$2,000,000",85.00%,90.00%,Investor,Principal & Interest,Weekly Fortnightly Monthly,yes - free,none,yes - free,$500.00,yes,no,none,none,5.63%,N/A,N/A
